entity_group,score,word,start,end,index
ORG,0.6265817880630493,sistemas,364,372,1
ORG,0.7977175712585449,eldia,373,378,1
MISC,0.43101823329925537,sistemas,23,31,1
MISC,0.5557056665420532,eldia,32,37,1
MISC,0.5472267270088196,El,331,333,1
ORG,0.701857328414917,Día,334,337,1
MISC,0.7899107933044434,sistemas,126,134,1
MISC,0.7959730625152588,eldia,135,140,1
LOC,0.999264121055603,La Plata,294,302,2
PER,0.9991340637207031,Juan Carlos Cruz,67,83,2
LOC,0.9995216131210327,Morón,216,221,2
ORG,0.9997532963752747,Policía,305,312,2
ORG,0.9994828701019287,Télam,386,391,2
ORG,0.9996860027313232,Télam,43,48,2
PER,0.999785840511322,Pablo Luis Cabrejas,144,163,2
ORG,0.8562281131744385,Fuero de la Responsabilidad Penal Juvenil,169,210,2
LOC,0.9841405749320984,Parque de Hurlingham,305,325,2
ORG,0.9998370409011841,Delegación Departamental de Investigaciones,98,141,2
ORG,0.9997406601905823,DDI,143,146,2
LOC,0.8597825765609741,Morón,148,153,2
PER,0.9962755441665649,Cruz,60,64,2
LOC,0.9132005572319031,Parque de Hurlingham,115,135,2
LOC,0.933759331703186,Pache,178,183,2
PER,0.9991076588630676,Cruz,154,158,2
MISC,0.7336987257003784,de mina de Hoffman,146,164,2
ORG,0.9997200965881348,Delegación Morón de Policía Científica,185,223,2
PER,0.9997546076774597,Matías Rappazzo,140,155,2
ORG,0.9997442960739136,Unidad Funcional de Instrucción,163,194,2
ORG,0.9997460246086121,UFI,196,199,2
PER,0.490169495344162,7,201,202,2
ORG,0.8732961416244507,Departamento Judicial de Morón,207,237,2
ORG,0.9997431039810181,Jefatura Departamental,261,283,2
ORG,0.9998237490653992,DDI,292,295,2
LOC,0.7669255137443542,hospital Ramón Carrillo,131,154,2
LOC,0.9997802376747131,Ciudadela,174,183,2
ORG,0.9998347759246826,Policía Científica,327,345,2
MISC,0.9979689121246338,Fiat Cronos,278,289,2
LOC,0.9919787645339966,Rafael,386,392,2
LOC,0.9945464730262756,Rafael Castillo,53,68,2
LOC,0.9996199607849121,Lanús,229,234,2
LOC,0.7122834324836731,Instituto de Enseñanza,254,276,2
ORG,0.595867931842804,Modelo,277,283,2
LOC,0.7537761330604553,José Manuel Estrada,284,303,2
LOC,0.999727189540863,Morón,308,313,2
PER,0.9991586208343506,Cruz,322,326,2
MISC,0.9716408848762512,Fiat,389,393,2
MISC,0.9977167844772339,Fiat Cronos,55,66,2
MISC,0.9136645197868347,911,135,138,2
ORG,0.9985674619674683,Comando de Patrullas de Morón,165,194,2
ORG,0.9996718764305115,Sistema de Atención Médica de Emergencias,297,338,2
ORG,0.9998490810394287,SAME,340,344,2
ORG,0.9849846363067627,SAME,1,5,2
LOC,0.9924759864807129,Olegario Víctor Andrade,138,161,2
LOC,0.991968035697937,Coronel Aguirre,164,179,2
LOC,0.9837534427642822,Rafael Castillo,207,222,2
ORG,0.9607080221176147,Centro de Operaciones y Monitoreo,137,170,2
ORG,0.9974668025970459,COM,172,175,2
LOC,0.9996522665023804,Morón,194,199,2
LOC,0.9853594303131104,Museo Aeronáutico,305,322,2
ORG,0.9995618462562561,COM,390,393,2
ORG,0.9987543821334839,COM,55,58,2
LOC,0.9959595203399658,avenida Perón,123,136,2
MISC,0.965761125087738,Belgrano Sur,172,184,2
LOC,0.9954801797866821,calle Stevenson,222,237,2
MISC,0.8146514892578125,www,303,306,2
MISC,0.9600473642349243,eldia,307,312,2
MISC,0.6255238652229309,LOS,343,346,2
ORG,0.5483654141426086,www,53,56,2
MISC,0.7647801637649536,. eldia,56,62,2
MISC,0.6881067752838135,El,107,109,2
ORG,0.8246465921401978,El Día de La,130,142,2
MISC,0.5608090162277222,Plata,143,148,2
MISC,0.6044437289237976,El Día SA,188,197,2
MISC,0.771696925163269,D. N. D. A,240,247,2
ORG,0.4870072305202484,04027819,259,267,2
MISC,0.8517280220985413,El Día SAICYF,292,305,2
PER,0.9998043775558472,Raúl Kraiselburd,335,351,2
LOC,0.9978622794151306,La Plata,373,381,2
LOC,0.9994580745697021,La Plata,33,41,2
ORG,0.7957870960235596,Pcia,44,48,2
ORG,0.8702325820922852,Bs. As,53,59,2
ORG,0.9940203428268433,www,313,316,2
ORG,0.9081043004989624,eldia,317,322,2
ORG,0.9949420690536499,El Día,372,378,2
MISC,0.5988715887069702,El,32,34,2
ORG,0.7733892798423767,Día,35,38,2
MISC,0.5738543272018433,sistemas,155,163,2
MISC,0.5662888884544373,eldia,164,169,2
ORG,0.8144974708557129,El Día,125,131,2
MISC,0.49627023935317993,sistemas @,248,257,2
ORG,0.5907242298126221,eldia,257,262,2
LOC,0.9993044137954712,La Plata,294,302,3
PER,0.996415376663208,Francis Castillo Yoe Caro,374,399,3
PER,0.9991748332977295,Francis Castillo Yoe Caro,33,58,3
ORG,0.9997400641441345,Policía,118,125,3
LOC,0.9897688627243042,Cabezas,213,220,3
PER,0.9608607292175293,Castillo,222,230,3
LOC,0.9946675300598145,calle 53,333,341,3
LOC,0.9807462692260742,calle 53,0,8,3
LOC,0.9995953440666199,Ensenada,141,149,3
MISC,0.9985368251800537,Royal,305,310,3
ORG,0.7431182861328125,www,112,115,3
MISC,0.761500895023346,eldia,116,121,3
MISC,0.5132470726966858,LOS,152,155,3
ORG,0.8960245847702026,www,204,207,3
ORG,0.7734915018081665,eldia,208,213,3
MISC,0.7004789113998413,El Día,258,264,3
ORG,0.8158658742904663,El Día de La Plata,281,299,3
MISC,0.4891166090965271,©,332,333,3
MISC,0.6351577639579773,El Día SA,339,348,3
MISC,0.7890605926513672,D. N,391,394,3
MISC,0.8322690725326538,D,395,396,3
MISC,0.39357709884643555,A,397,398,3
MISC,0.8991923332214355,D. N. D. A,52,59,3
PER,0.9998260140419006,Raúl Kraiselburd,147,163,3
LOC,0.9993411302566528,La Plata,185,193,3
ORG,0.8415868878364563,Pcia,196,200,3
ORG,0.9691722393035889,Bs. As,205,211,3
ORG,0.9942693710327148,www,129,132,3
ORG,0.9299596548080444,eldia,133,138,3
ORG,0.9603588581085205,El Día,188,194,3
ORG,0.7596648335456848,sistemas,311,319,3
ORG,0.8028624653816223,eldia,320,325,3
ORG,0.9543142318725586,El Día,278,284,3
MISC,0.7987133860588074,sistemas @ eldia,52,66,3
LOC,0.9994070529937744,La Plata,294,302,4
LOC,0.9990874528884888,Romero,97,103,4
PER,0.9997170567512512,Marcelo Fabián Gaitán,181,202,4
LOC,0.6360814571380615,180,254,257,4
LOC,0.9960752129554749,Abasto,262,268,4
LOC,0.7327312231063843,*,367,368,4
ORG,0.5625880360603333,www,80,83,4
MISC,0.7599257826805115,eldia,84,89,4
ORG,0.8694795966148376,www,172,175,4
ORG,0.8039077520370483,eldia,176,181,4
ORG,0.7695086598396301,El Día de La Plata,249,267,4
MISC,0.8310036063194275,D. N. D. A,359,366,4
MISC,0.896765410900116,D. N. D. A,9,16,4
PER,0.9998065233230591,Raúl Kraiselburd,104,120,4
LOC,0.9993712306022644,La Plata,142,150,4
ORG,0.9722503423690796,Pcia,153,157,4
ORG,0.9902172088623047,Bs. As,162,168,4
ORG,0.9865983724594116,www,75,78,4
ORG,0.9386374950408936,eldia,79,84,4
ORG,0.9228182435035706,El Día,134,140,4
ORG,0.7265436053276062,sistemas,257,265,4
ORG,0.7152599692344666,eldia,266,271,4
MISC,0.6177953481674194,El,233,235,4
ORG,0.7541361451148987,Día,236,239,4
MISC,0.5136939883232117,sistemas,356,364,4
ORG,0.6538758873939514,eldia,365,370,4
MISC,0.8736225962638855,sistemas @ eldia,19,33,4
LOC,0.9993959069252014,La Plata,294,302,5
PER,0.9997365474700928,Fernando Villavicencio,377,399,5
PER,0.9996205568313599,Fernando Villavicencio,35,57,5
PER,0.9889853000640869,Villavicencio,169,182,5
ORG,0.9968804121017456,AFP,219,222,5
LOC,0.9997426867485046,Ecuador,247,254,5
PER,0.9996392726898193,Fernando Villavicencio,282,304,5
PER,0.9945165514945984,Villavicencio,198,211,5
LOC,0.9436638355255127,Sinaloa,328,335,5
ORG,0.97434401512146,los Choneros,168,180,5
PER,0.996377170085907,Fito,202,206,5
LOC,0.9649903178215027,Sinaloa,255,262,5
PER,0.9985918402671814,Villavicencio,270,283,5
PER,0.9985558390617371,Fito,372,376,5
PER,0.9992386102676392,Fito,34,38,5
LOC,0.9990574717521667,Chone,222,227,5
ORG,0.7232568264007568,Choneros,284,292,5
PER,0.997345507144928,Villavicencio,90,103,5
LOC,0.9997276663780212,Venezuela,180,189,5
LOC,0.9997043013572693,Crimea,252,258,5
MISC,0.9603874683380127,Es tiempo de valientes,325,347,5
LOC,0.9997928738594055,Quito,284,289,5
ORG,0.9997637867927551,Fiscalía,323,331,5
LOC,0.9998321533203125,Quito,74,79,5
PER,0.9956377148628235,Lasso,153,158,5
PER,0.9888504147529602,Lasso,218,223,5
ORG,0.9955761432647705,X,371,372,5
ORG,0.9979786276817322,Twitter,388,395,5
ORG,0.9969536066055298,X,25,26,5
ORG,0.9990906715393066,Twitter,42,49,5
ORG,0.9998657703399658,FBI,64,67,5
PER,0.9690927267074585,Villavicencio,120,133,5
LOC,0.9994426369667053,Ecuador,275,282,5
LOC,0.9996242523193359,Manta,270,275,5
PER,0.9997113943099976,Agustín Intriago,347,363,5
PER,0.999726414680481,Agustín Intriago,0,16,5
PER,0.9765655398368835,Intriago,207,215,5
LOC,0.999789297580719,Manabí,135,141,5
LOC,0.9994044303894043,Esmeraldas,144,154,5
PER,0.9995762705802917,Julio César Farachio,280,300,5
LOC,0.9985539317131042,Salinas,327,334,5
LOC,0.9997581839561462,Guayaquil,360,369,5
LOC,0.9997175335884094,Guayaquil,24,33,5
PER,0.9980251789093018,Villavicencio,244,257,5
ORG,0.9991313815116882,Fiscalía,296,304,5
LOC,0.9997300505638123,Ecuador,196,203,5
PER,0.9997298717498779,Jorge Zambrano,66,80,5
MISC,0.49786293506622314,“,88,89,5
PER,0.9685875177383423,Rasquiña,89,97,5
ORG,0.9937095642089844,Choneros,113,121,5
ORG,0.7487751245498657,www,215,218,5
MISC,0.821815550327301,eldia,219,224,5
ORG,0.7685734033584595,www,307,310,5
MISC,0.8502222299575806,eldia,311,316,5
MISC,0.5192162990570068,El,384,386,5
LOC,0.4799101650714874,Día de,387,393,5
MISC,0.6553956866264343,El Día,20,26,5
MISC,0.5148730278015137,El,43,45,5
ORG,0.5575101971626282,Día,46,49,5
MISC,0.7198097705841064,de La Plata,50,61,5
MISC,0.8291000127792358,D. N. D. A,153,160,5
MISC,0.8123371601104736,SAICYF,212,218,5
PER,0.9998115301132202,Raúl Kraiselburd,248,264,5
LOC,0.9983288049697876,La Plata,286,294,5
ORG,0.8935228586196899,Pcia,297,301,5
ORG,0.9612975120544434,Bs. As,306,312,5
ORG,0.7586818337440491,www. eldia. com,224,237,5
ORG,0.9785940647125244,El Día,283,289,5
MISC,0.48338136076927185,sistemas,66,74,5
MISC,0.6440288424491882,eldia,75,80,5
MISC,0.786686897277832,El Día,374,380,5
ORG,0.9722539782524109,El Día,34,40,5
MISC,0.7873361706733704,sistemas,157,165,5
MISC,0.8132802844047546,eldia,166,171,5
PER,0.9992294311523438,Juan Carlos Cruz,118,134,6
PER,0.9993953704833984,Juan Carlos Cruz,147,163,6
LOC,0.9996046423912048,Morón,296,301,6
ORG,0.9996259212493896,Policía,385,392,6
ORG,0.9997639060020447,Policía,51,58,6
PER,0.9998117089271545,Pablo Luis Cabrejas,226,245,6
ORG,0.7340304255485535,Fuero de la Responsabilidad,251,278,6
MISC,0.5660601854324341,Penal,279,284,6
ORG,0.7534082531929016,Juvenil,285,292,6
LOC,0.8429083824157715,Parque de Hurlingham,53,73,6
ORG,0.9998257160186768,Delegación Departamental de Investigaciones,203,246,6
ORG,0.9997557997703552,DDI,248,251,6
ORG,0.8056000471115112,Morón,253,258,6
PER,0.9961045980453491,Cruz,168,172,6
LOC,0.9798164963722229,Parque de Hurlingham,223,243,6
LOC,0.93844074010849,Pache,287,292,6
PER,0.9992756247520447,Cruz,265,269,6
MISC,0.974997341632843,Hoffman,275,282,6
ORG,0.9996879696846008,Delegación Morón de Policía Científica,304,342,6
PER,0.9997817873954773,Matías Rappazzo,255,270,6
ORG,0.9997254610061646,Unidad Funcional de Instrucción,278,309,6
ORG,0.9997683167457581,UFI,311,314,6
ORG,0.9993813037872314,Departamento Judicial,322,343,6
LOC,0.9897747039794922,Morón,347,352,6
ORG,0.9996718168258667,Jefatura Departamental,376,398,6
PER,0.9775824546813965,de Morón,0,8,6
ORG,0.9997185468673706,Jefatura Departamental,32,54,6
ORG,0.9996665716171265,DDI,63,66,6
LOC,0.8451084494590759,hospital Ramón Carrillo,240,263,6
LOC,0.9998134970664978,Ciudadela,283,292,6
ORG,0.999608039855957,Policía Científica,97,115,6
MISC,0.997100293636322,Fiat,395,399,6
MISC,0.9986536502838135,Fiat Cronos,54,65,6
LOC,0.991005539894104,Rafael Castillo,162,177,6
LOC,0.9996297359466553,Lanús,339,344,6
LOC,0.9579321146011353,Instituto de Enseñanza Modelo,364,393,6
ORG,0.8284499049186707,Lanús,0,5,6
LOC,0.747471809387207,Instituto,25,34,6
ORG,0.6798720359802246,de Enseñanza Modelo,35,54,6
LOC,0.8391976952552795,José Manuel Estrada,55,74,6
LOC,0.9996836185455322,Morón,79,84,6
PER,0.9990966320037842,Cruz,93,97,6
MISC,0.995631992816925,Fiat Cronos,160,171,6
MISC,0.9863287806510925,911,243,246,6
ORG,0.9790250658988953,Comando de Patrullas de Morón,273,302,6
ORG,0.9993669390678406,Sistema de Atención Médica de Emergencias,72,113,6
ORG,0.9998070597648621,SAME,115,119,6
LOC,0.9930515289306641,Olegario Víctor Andrade,252,275,6
LOC,0.9925097227096558,Coronel Aguirre,278,293,6
LOC,0.9906713962554932,Rafael Castillo,321,336,6
ORG,0.9991992115974426,Centro de Operaciones,257,278,6
ORG,0.9981958270072937,Monitoreo,281,290,6
ORG,0.9959182143211365,COM,292,295,6
LOC,0.9996312856674194,Morón,314,319,6
LOC,0.9958382844924927,Museo Aeronáutico,88,105,6
ORG,0.9997474551200867,COM,174,177,6
LOC,0.9956079721450806,avenida Perón,242,255,6
MISC,0.92048180103302,Belgrano Sur,291,303,6
LOC,0.9951344132423401,calle Stevenson,341,356,6
ORG,0.9941918253898621,Editorial La Capital S. A,372,396,6
LOC,0.9769070148468018,calle Stevenson,0,15,6
ORG,0.9976494908332825,Editorial La Capital S. A,31,55,6
PER,0.9998021721839905,Florencio Aldrey,70,86,6
MISC,0.969586968421936,Propiedad Intelectual,117,138,6
MISC,0.7428830862045288,DNDA,141,145,6
LOC,0.997561514377594,Av. Marcelino Champagnat,157,181,6
LOC,0.9995670914649963,Mar del Plata,196,209,6
LOC,0.9967987537384033,Argentina,211,220,6
PER,0.999690592288971,Eduardo Raimundo Hooft,45,67,7
MISC,0.9986995458602905,Derecho Internacional,81,102,7
ORG,0.9792441725730896,Canadá,103,109,7
ORG,0.9973641037940979,Países Bajos,112,124,7
ORG,0.9924805164337158,Siria,175,180,7
ORG,0.9995157718658447,Corte Internacional de Justicia,189,220,7
ORG,0.991365909576416,CIJ,222,225,7
ORG,0.9978026747703552,ONU,264,267,7
MISC,0.9983067512512207,Convención contra la Tortura,301,329,7
ORG,0.9998306035995483,Estado,358,364,7
ORG,0.9998773336410522,Estado,21,27,7
PER,0.9982969164848328,Presidente Bashar al Assad,54,80,7
ORG,0.9998637437820435,Gobierno,359,367,7
ORG,0.9998849630355835,Gobierno,19,27,7
PER,0.4672635793685913,Ministros de Exteriores,134,157,7
LOC,0.6881986260414124,Canadá,161,167,7
ORG,0.9283519983291626,Países Bajos,170,182,7
MISC,0.9922232627868652,Nota Conjunta,200,213,7
MISC,0.9993076324462891,Derechos Humanos,247,263,7
ORG,0.9848549365997314,Estado de Siria,364,379,7
MISC,0.9813401103019714,Convención,385,395,7
ORG,0.9954922199249268,Estado,18,24,7
LOC,0.5687721371650696,Siria,28,33,7
MISC,0.8983320593833923,Convención contra la tortura y otrostratos o penas crueles,39,97,7
MISC,0.6239449977874756,degradantes,111,122,7
MISC,0.9943307638168335,Convención,128,138,7
ORG,0.9976752400398254,Naciones Unidas,160,175,7
ORG,0.6575427055358887,Estados,247,254,7
ORG,0.9983853101730347,Irán,344,348,7
ORG,0.9973499774932861,Zimbawe,350,357,7
ORG,0.9986284971237183,Tanzania,359,367,7
ORG,0.9976499676704407,Malasia,369,376,7
ORG,0.9966182112693787,Myanmar,378,385,7
ORG,0.993654727935791,Buthan,387,393,7
ORG,0.9843987226486206,Irán,9,13,7
ORG,0.9775474071502686,Zimbawe,15,22,7
ORG,0.9941999912261963,Tanzania,24,32,7
ORG,0.9909173846244812,Malasia,34,41,7
ORG,0.9899222254753113,Myanmar,43,50,7
ORG,0.9559860229492188,Buthan,52,58,7
ORG,0.7226515412330627,Papúa Nueva,60,71,7
LOC,0.712469220161438,Guinea,72,78,7
ORG,0.8893406391143799,Corea,80,85,7
LOC,0.776983380317688,del Norte,86,95,7
MISC,0.9993988871574402,Declaración Universal de Derechos Humanos,125,166,7
MISC,0.9994083046913147,Pacto Internacional de Derechos Civiles y Políticos,180,231,7
MISC,0.9982645511627197,Declaración de la Asamblea General ONU,245,283,7
MISC,0.9861191511154175,Introducción,73,85,7
MISC,0.9913355112075806,Carta de las Naciones Unidas,170,198,7
ORG,0.9929311275482178,Estados,116,123,7
ORG,0.9565811157226562,Estados,228,235,7
MISC,0.9983699917793274,Estatuto de Roma,240,256,7
ORG,0.6892725825309753,Corte Penal Internacional,284,309,7
MISC,0.9982089996337891,Convención contra la Tortura,208,236,7
ORG,0.9783090949058533,Estado,245,251,7
ORG,0.9426995515823364,Estado,331,337,7
MISC,0.9904096126556396,Convención,93,103,7
ORG,0.9853377342224121,Estados,146,153,7
ORG,0.9989439249038696,Corte Internacional de Justicia,121,152,7
ORG,0.9491117000579834,C. I. J.,156,162,7
ORG,0.9630395770072937,Estados,223,230,7
ORG,0.7177892923355103,Estado,344,350,7
ORG,0.9727961421012878,C. I. J,393,398,7
ORG,0.9952661991119385,Estado,0,6,7
ORG,0.9206447005271912,C. I. J.,49,55,7
MISC,0.9980997443199158,Estatuto,111,119,7
ORG,0.9979376792907715,Canadá,142,148,7
ORG,0.9989609122276306,Países Bajos,151,163,7
ORG,0.9979302883148193,Siria,182,187,7
ORG,0.9865092039108276,Corte de La Haya,299,315,7
LOC,0.9941025376319885,Canadá,126,132,7
LOC,0.9860504865646362,Países Bajos,138,150,7
MISC,0.9992187023162842,Convención contra la Tortura,198,226,7
LOC,0.5178135633468628,Siria,289,294,7
ORG,0.7801363468170166,Estado,299,305,7
MISC,0.9987123012542725,Convención contra la,373,393,7
MISC,0.9991665482521057,Convención contra la Tortura,39,67,7
ORG,0.9993090629577637,CIJ,95,98,7
MISC,0.9972906708717346,Tortura,138,145,7
MISC,0.9900481104850769,Género Humano,194,207,7
ORG,0.9876605272293091,Estados,224,231,7
ORG,0.9901254177093506,Naciones,380,388,7
ORG,0.9034633040428162,Naciones,38,46,7
ORG,0.9993860721588135,CIJ,101,104,7
MISC,0.9990973472595215,Consulta,112,120,7
ORG,0.9995676875114441,ONU,141,144,7
ORG,0.8907749056816101,Estados,198,205,7
MISC,0.9994566440582275,Convención de Genocidio,221,244,7
MISC,0.4974690079689026,1951,248,252,7
ORG,0.8244070410728455,Estados,281,288,7
MISC,0.9986819624900818,Convención,94,104,7
ORG,0.9964042901992798,Estado,170,176,7
ORG,0.9979865550994873,ONU,189,192,7
ORG,0.9995998740196228,CIJ,217,220,7
LOC,0.8835880160331726,1970,387,391,7
MISC,0.9531060457229614,erga omnes,2,12,7
ORG,0.9989748001098633,“ Barcelona Traction “,61,82,7
LOC,0.9999092817306519,España,135,141,7
ORG,0.6564685702323914,Bélgica,216,223,7
ORG,0.7631874680519104,España,231,237,7
ORG,0.9995933175086975,CIJ,242,245,7
ORG,0.9979098439216614,Barcelona,289,298,7
LOC,0.9993459582328796,Canadá,323,329,7
LOC,0.9994719624519348,Bélgica,338,345,7
LOC,0.9646788239479065,Bélgica,8,15,7
ORG,0.998123824596405,Corte,91,96,7
ORG,0.8334359526634216,Canadá,102,108,7
ORG,0.9958296418190002,CIJ,141,144,7
MISC,0.9863555431365967,Opinión Consultiva,151,169,7
LOC,0.9609014391899109,Namibia,176,183,7
ORG,0.8771694898605347,Sudáfrica,240,249,7
LOC,0.9990906119346619,Africa Sudoccidental,268,288,7
LOC,0.99866783618927,Namibia,294,301,7
ORG,0.9997561573982239,ONU,366,369,7
ORG,0.9998267292976379,ONU,25,28,7
MISC,0.9863722920417786,Apartheid,70,79,7
ORG,0.3532959222793579,CIJ,165,168,7
LOC,0.9880983233451843,Namibia,179,186,7
ORG,0.9930087327957153,Ucrania,287,294,7
ORG,0.9900254011154175,Rusia,318,323,7
ORG,0.9996476173400879,CIJ,332,335,7
MISC,0.9995208978652954,Convención,350,360,7
MISC,0.9850292801856995,Genocidio,376,385,7
MISC,0.9992852807044983,Convención,14,24,7
MISC,0.9887902736663818,Genocidio,40,49,7
LOC,0.8223195672035217,Ucrania,101,108,7
LOC,0.5412195920944214,Rusia,116,121,7
MISC,0.9983921647071838,Humanidad,216,225,7
ORG,0.9537206292152405,Estados,270,277,7
ORG,0.9982736110687256,Diario La Capital,81,98,7
LOC,0.6987571716308594,Mar del Plata,102,115,7
LOC,0.49710017442703247,Gambia,117,123,7
ORG,0.9715285897254944,Myanmar,127,134,7
ORG,0.9864567518234253,Corte Internacional de Justicia,143,174,7
MISC,0.88580721616745,el Genocidio del pueblo Rohingya,176,208,7
ORG,0.9641708135604858,Ucrania,217,224,7
ORG,0.9918543100357056,Rusia,227,232,7
ORG,0.9972062706947327,CIJ,241,244,7
ORG,0.9767113924026489,Ucrania,319,326,7
ORG,0.9908875226974487,Rusia,334,339,7
ORG,0.9947353601455688,Corte Internacional de Justicia,348,379,7
ORG,0.9952793717384338,Corte Internacional de Justicia,8,39,7
ORG,0.9991532564163208,Reino Unido,106,117,7
ORG,0.9996563792228699,Unión Europea,123,136,7
ORG,0.998336911201477,Corte Internacional de Justicia,143,174,7
LOC,0.8096814751625061,Ucrania,187,194,7
MISC,0.6655637621879578,Genocidio,219,228,7
LOC,0.9279599785804749,China,232,237,7
MISC,0.9677738547325134,La Minoría Musulmana Uigur,239,265,7
LOC,0.9986467957496643,Xinjiang,269,277,7
MISC,0.9951150417327881,Convención contra la Tortura,304,332,7
ORG,0.861220121383667,Estados,63,70,7
ORG,0.5920314788818359,Partes,364,370,7
ORG,0.4711512625217438,Partes,27,33,7
ORG,0.6394140124320984,Partes,110,116,7
ORG,0.9987538456916809,Corte Internacional de Justicia,152,183,7
MISC,0.9954056739807129,Estatuto de la Corte,241,261,7
ORG,0.9989702701568604,Estado,336,342,7
ORG,0.975869357585907,Tribunal Arbitral,102,119,7
ORG,0.9990105628967285,Estado,218,224,7
LOC,0.9995067119598389,Siria,234,239,7
ORG,0.9990000128746033,Estados,143,150,7
ORG,0.9931561946868896,Corte de La Haya,187,203,7
ORG,0.9914633631706238,Canadá,247,253,7
ORG,0.9979451894760132,Países Bajos,259,271,7
ORG,0.9997796416282654,ONU,319,322,7
PER,0.9985780715942383,Bashar al Assad,163,178,7
ORG,0.9973885416984558,Canadá,257,263,7
ORG,0.9980003237724304,Países Bajos,266,278,7
ORG,0.9997915625572205,CIJ,311,314,7
MISC,0.7995558977127075,Medidas Cautelares,339,357,7
ORG,0.9961650371551514,Canadá,388,394,7
ORG,0.9994027614593506,Canadá,41,47,7
ORG,0.9993799924850464,Países Bajos,50,62,7
ORG,0.9998496770858765,CIJ,81,84,7
ORG,0.9995964169502258,Corte,274,279,7
ORG,0.998822033405304,Corte,134,139,7
MISC,0.9962114691734314,Estatuto de la CIJ,350,368,7
MISC,0.7355044484138489,72,377,379,7
MISC,0.997710108757019,Estatuto de la CIJ,22,40,7
MISC,0.8551214337348938,72,49,51,7
MISC,0.9958003163337708,Reglamento,60,70,7
ORG,0.9996403455734253,CIJ,96,99,7
MISC,0.7094475030899048,CIJ,395,398,7
